opportunity_id,sales_agent,product,model_1,model_2,model_3,account,deal_stage,engage_date,close_date,close_value,manager,regional_office,series,sales_price
RZ08GKZY,Zane Levy,GTX Pro,GTX,Pro,NA,Faxquote,Won,2017-03-14,2017-05-22,5172,Summer Sewald,West,GTX,4821
EK0ZZHKT,Cassey Cress,MG Advanced,MG,Advanced,NA,Massive Dynamic,Lost,2017-03-15,2017-06-24,0,Rocco Neubert,East,MG,3393
9U6RAS0M,Cassey Cress,GTX Basic,GTX,Basic,NA,Umbrella Corporation,Won,2017-03-15,2017-03-31,538,Rocco Neubert,East,GTX,550
3S31RHE5,Cassey Cress,GTX Pro,GTX,Pro,NA,Betasoloin,Won,2017-03-15,2017-05-18,4497,Rocco Neubert,East,GTX,4821
GOM8T4Y4,Darcel Schlecht,GTX Plus Basic,GTX,Plus,Basic,Codehow,Won,2017-03-15,2017-05-09,1178,Melvin Marxen,Central,GTX,1096
7Z5AVSH6,Darcel Schlecht,GTX Pro,GTX,Pro,NA,Treequote,Won,2017-03-15,2017-06-21,4969,Melvin Marxen,Central,GTX,4821
E7OPE1O8,Darcel Schlecht,MG Special,MG,Special,NA,Rangreen,Won,2017-03-15,2017-03-20,60,Melvin Marxen,Central,MG,55
647E6ED0,Darcel Schlecht,MG Advanced,MG,Advanced,NA,Dontechi,Won,2017-03-15,2017-06-05,2875,Melvin Marxen,Central,MG,3393
PEX6S873,Elease Gluck,GTK 500,GTK,500,NA,Cheers,Lost,2017-03-15,2017-05-19,0,Celia Rouche,West,GTK,26768
M9OTPNII,Garret Kinder,GTX Plus Pro,GTX,Plus,Pro,Donware,Won,2017-03-15,2017-05-20,6177,Cara Losch,East,GTX,5482
EZRICI17,Gladys Colclough,MG Advanced,MG,Advanced,NA,Rundofase,Lost,2017-03-15,2017-06-28,0,Melvin Marxen,Central,MG,3393
BAXENBTS,Kary Hendrixson,GTX Pro,GTX,Pro,NA,Finjob,Lost,2017-03-15,2017-05-06,0,Summer Sewald,West,GTX,4821
086279IX,Kary Hendrixson,GTX Pro,GTX,Pro,NA,Kan-code,Won,2017-03-15,2017-06-14,4369,Summer Sewald,West,GTX,4821
6EEC9HQQ,Kary Hendrixson,GTX Pro,GTX,Pro,NA,Y-corporation,Won,2017-03-15,2017-05-21,4878,Summer Sewald,West,GTX,4821
MHN0SWM2,Lajuana Vencill,GTX Plus Pro,GTX,Plus,Pro,Genco Pura Olive Oil Company,Won,2017-03-15,2017-06-21,4527,Dustin Brinkmann,Central,GTX,5482
8SKE4TT5,Maureen Marcano,GTX Plus Basic,GTX,Plus,Basic,Xx-holding,Lost,2017-03-15,2017-05-30,0,Summer Sewald,West,GTX,1096
IGELOJ42,Moses Frase,GTX Plus Pro,GTX,Plus,Pro,Cancity,Won,2017-03-15,2017-06-03,6102,Dustin Brinkmann,Central,GTX,5482
0LMA8GMJ,Rosie Papadopoulos,GTX Plus Pro,GTX,Plus,Pro,Bubba Gump,Won,2017-03-15,2017-05-10,4983,Cara Losch,East,GTX,5482
E40RN3MN,Versie Hillebrand,MG Special,MG,Special,NA,Isdom,Won,2017-03-15,2017-03-25,47,Dustin Brinkmann,Central,MG,55
093R7PK9,Vicki Laflamme,MG Special,MG,Special,NA,Zoomit,Won,2017-03-15,2017-06-11,52,Celia Rouche,West,MG,55
I8A9OXP2,Violet Mclelland,GTX Pro,GTX,Pro,NA,Gekko & Co,Won,2017-03-15,2017-06-25,5031,Cara Losch,East,GTX,4821
7IFEKEMG,Violet Mclelland,MG Special,MG,Special,NA,Bioplex,Won,2017-03-15,2017-06-06,53,Cara Losch,East,MG,55
K2KK9SW2,Anna Snelling,GTX Basic,GTX,Basic,NA,Inity,Won,2017-03-16,2017-05-02,550,Dustin Brinkmann,Central,GTX,550
8SIG4C8X,Boris Faz,GTX Pro,GTX,Pro,NA,Donquadtech,Won,2017-03-16,2017-06-06,5223,Rocco Neubert,East,GTX,4821
K4ETVW4H,Boris Faz,MG Special,MG,Special,NA,Betasoloin,Won,2017-03-16,2017-05-12,53,Rocco Neubert,East,MG,55
YA2NDY1H,Cassey Cress,GTX Pro,GTX,Pro,NA,Bluth Company,Won,2017-03-16,2017-05-17,4519,Rocco Neubert,East,GTX,4821
G6DYTQQE,Corliss Cosme,GTX Pro,GTX,Pro,NA,Vehement Capital Partners,Won,2017-03-16,2017-06-01,4833,Cara Losch,East,GTX,4821
RZZ9K7UN,Daniell Hammack,GTX Plus Pro,GTX,Plus,Pro,Zencorporation,Won,2017-03-16,2017-06-29,5407,Rocco Neubert,East,GTX,5482
3918OU6O,Darcel Schlecht,GTX Basic,GTX,Basic,NA,Rundofase,Lost,2017-03-16,2017-05-02,0,Melvin Marxen,Central,GTX,550
YZ9ZKK3P,Hayden Neloms,MG Special,MG,Special,NA,Finjob,Won,2017-03-16,2017-05-08,56,Celia Rouche,West,MG,55
E1921PBZ,Kary Hendrixson,GTX Basic,GTX,Basic,NA,Finjob,Won,2017-03-16,2017-05-23,468,Summer Sewald,West,GTX,550
0E761F02,Kary Hendrixson,GTX Basic,GTX,Basic,NA,Kan-code,Won,2017-03-16,2017-05-02,579,Summer Sewald,West,GTX,550
HDBNC8W1,Lajuana Vencill,MG Advanced,MG,Advanced,NA,Treequote,Won,2017-03-16,2017-06-11,3185,Dustin Brinkmann,Central,MG,3393
KP6NOWM7,Markita Hansen,MG Special,MG,Special,NA,Cheers,Won,2017-03-16,2017-06-03,54,Celia Rouche,West,MG,55
HPYLUU5P,Maureen Marcano,MG Special,MG,Special,NA,Newex,Won,2017-03-16,2017-06-26,62,Summer Sewald,West,MG,55
I7AH5FW0,Moses Frase,GTX Basic,GTX,Basic,NA,dambase,Lost,2017-03-16,2017-05-23,0,Dustin Brinkmann,Central,GTX,550
RSFYKC1F,Moses Frase,GTX Basic,GTX,Basic,NA,Betatech,Won,2017-03-16,2017-06-25,619,Dustin Brinkmann,Central,GTX,550
RMW0TRSZ,Rosalina Dieter,MG Special,MG,Special,NA,Golddex,Lost,2017-03-16,2017-05-20,0,Celia Rouche,West,MG,55
GNENBXRW,Rosalina Dieter,MG Special,MG,Special,NA,Hatfan,Lost,2017-03-16,2017-05-17,0,Celia Rouche,West,MG,55
L20NI94X,Rosalina Dieter,MG Advanced,MG,Advanced,NA,Xx-holding,Lost,2017-03-16,2017-06-05,0,Celia Rouche,West,MG,3393
CG65AS6X,Vicki Laflamme,GTX Pro,GTX,Pro,NA,Xx-holding,Won,2017-03-16,2017-03-29,4408,Celia Rouche,West,GTX,4821
9XV6GX8D,Zane Levy,GTX Basic,GTX,Basic,NA,Cheers,Won,2017-03-16,2017-06-07,605,Summer Sewald,West,GTX,550
IDIMBX0N,Anna Snelling,GTX Plus Pro,GTX,Plus,Pro,Genco Pura Olive Oil Company,Won,2017-03-17,2017-03-26,6064,Dustin Brinkmann,Central,GTX,5482
W75XU368,Cassey Cress,GTX Basic,GTX,Basic,NA,Plussunin,Won,2017-03-17,2017-06-17,641,Rocco Neubert,East,GTX,550
WIY2Q0Q5,Cassey Cress,GTX Basic,GTX,Basic,NA,Vehement Capital Partners,Won,2017-03-17,2017-05-17,491,Rocco Neubert,East,GTX,550
7V1FQBL9,Corliss Cosme,GTX Pro,GTX,Pro,NA,Plussunin,Lost,2017-03-17,2017-05-03,0,Cara Losch,East,GTX,4821
4PXSBQU8,Darcel Schlecht,MG Special,MG,Special,NA,Codehow,Won,2017-03-17,2017-05-27,47,Melvin Marxen,Central,MG,55
QRKHWNRB,Elease Gluck,MG Special,MG,Special,NA,Faxquote,Won,2017-03-17,2017-06-25,63,Celia Rouche,West,MG,55
1YGNHE69,Garret Kinder,MG Advanced,MG,Advanced,NA,Sumace,Won,2017-03-17,2017-05-18,3291,Cara Losch,East,MG,3393
TAEUD0HP,Hayden Neloms,GTX Plus Basic,GTX,Plus,Basic,Singletechno,Won,2017-03-17,2017-06-10,1188,Celia Rouche,West,GTX,1096
72TBO2HA,Kary Hendrixson,GTX Basic,GTX,Basic,NA,Cheers,Lost,2017-03-17,2017-05-08,0,Summer Sewald,West,GTX,550
FCW4SAAP,Kary Hendrixson,GTX Basic,GTX,Basic,NA,Scotfind,Won,2017-03-17,2017-06-11,478,Summer Sewald,West,GTX,550
DEH0MYSO,Kary Hendrixson,MG Special,MG,Special,NA,Green-Plus,Won,2017-03-17,2017-05-24,60,Summer Sewald,West,MG,55
PEVJ6O6R,Reed Clapper,GTX Pro,GTX,Pro,NA,Silis,Won,2017-03-17,2017-03-27,4064,Rocco Neubert,East,GTX,4821
T02CX0BY,Reed Clapper,MG Advanced,MG,Advanced,NA,Ontomedia,Won,2017-03-17,2017-03-31,2550,Rocco Neubert,East,MG,3393
SSX3QRTB,Rosie Papadopoulos,MG Special,MG,Special,NA,Bioplex,Lost,2017-03-17,2017-05-08,0,Cara Losch,East,MG,55
UBX7TMQG,Versie Hillebrand,GTX Plus Pro,GTX,Plus,Pro,Dontechi,Lost,2017-03-17,2017-05-10,0,Dustin Brinkmann,Central,GTX,5482
RR5AMWPQ,Versie Hillebrand,MG Special,MG,Special,NA,Genco Pura Olive Oil Company,Lost,2017-03-17,2017-05-16,0,Dustin Brinkmann,Central,MG,55
FHLNW3WH,Versie Hillebrand,MG Advanced,MG,Advanced,NA,Statholdings,Won,2017-03-17,2017-06-21,3378,Dustin Brinkmann,Central,MG,3393
IAVMELUO,Wilburn Farren,GTX Pro,GTX,Pro,NA,Gekko & Co,Won,2017-03-17,2017-05-30,6135,Cara Losch,East,GTX,4821
PRMMZX9O,Zane Levy,GTX Plus Basic,GTX,Plus,Basic,Newex,Won,2017-03-17,2017-06-02,999,Summer Sewald,West,GTX,1096
ZZFES7ID,Zane Levy,MG Special,MG,Special,NA,Singletechno,Won,2017-03-17,2017-06-05,52,Summer Sewald,West,MG,55
G7PNQB9M,Anna Snelling,GTX Plus Basic,GTX,Plus,Basic,Warephase,Lost,2017-03-18,2017-05-25,0,Dustin Brinkmann,Central,GTX,1096
Z0R5O2VW,Cassey Cress,GTX Plus Pro,GTX,Plus,Pro,Donware,Lost,2017-03-18,2017-05-24,0,Rocco Neubert,East,GTX,5482
VS0TWECS,Cassey Cress,GTX Basic,GTX,Basic,NA,Plussunin,Won,2017-03-18,2017-06-18,530,Rocco Neubert,East,GTX,550
XN7EV14M,Cecily Lampkin,GTX Basic,GTX,Basic,NA,Konmatfix,Won,2017-03-18,2017-05-09,538,Dustin Brinkmann,Central,GTX,550
P5BRH80Z,Cecily Lampkin,MG Special,MG,Special,NA,Rundofase,Won,2017-03-18,2017-03-27,53,Dustin Brinkmann,Central,MG,55
CQVDJR45,Darcel Schlecht,GTX Pro,GTX,Pro,NA,Scottech,Won,2017-03-18,2017-06-12,5416,Melvin Marxen,Central,GTX,4821
QUFCX2MF,Elease Gluck,MG Special,MG,Special,NA,Scotfind,Lost,2017-03-18,2017-05-27,0,Celia Rouche,West,MG,55
RW13VT8T,Garret Kinder,GTX Plus Pro,GTX,Plus,Pro,Mathtouch,Won,2017-03-18,2017-05-11,4995,Cara Losch,East,GTX,5482
5LJ47CVS,James Ascencio,GTX Basic,GTX,Basic,NA,Sonron,Lost,2017-03-18,2017-06-22,0,Summer Sewald,West,GTX,550
87XTACKH,Jonathan Berthelot,GTX Plus Basic,GTX,Plus,Basic,Bioholding,Won,2017-03-18,2017-05-26,1137,Melvin Marxen,Central,GTX,1096
0Z2CQ0MQ,Kami Bicknell,GTX Basic,GTX,Basic,NA,Sonron,Won,2017-03-18,2017-03-28,453,Summer Sewald,West,GTX,550
4SK6YLB0,Kami Bicknell,GTX Plus Basic,GTX,Plus,Basic,Hottechi,Won,2017-03-18,2017-05-27,1065,Summer Sewald,West,GTX,1096
EVVX3PQ5,Kami Bicknell,GTX Pro,GTX,Pro,NA,Singletechno,Won,2017-03-18,2017-05-04,4373,Summer Sewald,West,GTX,4821
9Y3JDP1B,Kami Bicknell,MG Advanced,MG,Advanced,NA,Labdrill,Won,2017-03-18,2017-06-19,2560,Summer Sewald,West,MG,3393
ACB3QZAY,Kary Hendrixson,GTX Pro,GTX,Pro,NA,Singletechno,Lost,2017-03-18,2017-06-04,0,Summer Sewald,West,GTX,4821
COWC9H9T,Markita Hansen,GTX Plus Basic,GTX,Plus,Basic,Groovestreet,Won,2017-03-18,2017-03-31,1171,Celia Rouche,West,GTX,1096
ZTHMJWYZ,Markita Hansen,MG Special,MG,Special,NA,Konex,Won,2017-03-18,2017-06-22,53,Celia Rouche,West,MG,55
MMGWAWBA,Marty Freudenburg,GTX Plus Pro,GTX,Plus,Pro,Treequote,Won,2017-03-18,2017-06-02,6553,Melvin Marxen,Central,GTX,5482
8LPO6YCO,Marty Freudenburg,MG Advanced,MG,Advanced,NA,Betatech,Won,2017-03-18,2017-05-07,3542,Melvin Marxen,Central,MG,3393
CDUIUYY2,Moses Frase,MG Advanced,MG,Advanced,NA,Finhigh,Won,2017-03-18,2017-06-11,3619,Dustin Brinkmann,Central,MG,3393
9328IHHL,Wilburn Farren,MG Advanced,MG,Advanced,NA,Bluth Company,Won,2017-03-18,2017-05-18,3589,Cara Losch,East,MG,3393
ZFB7CBR6,Zane Levy,GTX Plus Pro,GTX,Plus,Pro,Plexzap,Won,2017-03-18,2017-05-13,6262,Summer Sewald,West,GTX,5482
6RJE18RW,Cassey Cress,GTX Plus Basic,GTX,Plus,Basic,Acme Corporation,Won,2017-03-19,2017-03-24,1161,Rocco Neubert,East,GTX,1096
GK86H0SK,Cassey Cress,GTX Pro,GTX,Pro,NA,Umbrella Corporation,Won,2017-03-19,2017-03-28,4975,Rocco Neubert,East,GTX,4821
QXU90OP8,Corliss Cosme,GTX Basic,GTX,Basic,NA,Zotware,Won,2017-03-19,2017-03-22,586,Cara Losch,East,GTX,550
NXXSU27K,Corliss Cosme,MG Special,MG,Special,NA,The New York Inquirer,Won,2017-03-19,2017-03-25,41,Cara Losch,East,MG,55
06YL7WVJ,Darcel Schlecht,GTX Plus Basic,GTX,Plus,Basic,Ron-tech,Won,2017-03-19,2017-03-21,929,Melvin Marxen,Central,GTX,1096
K4Y8R0FX,Darcel Schlecht,MG Special,MG,Special,NA,Streethex,Won,2017-03-19,2017-06-04,65,Melvin Marxen,Central,MG,55
F8O0IY28,Donn Cantrell,GTX Basic,GTX,Basic,NA,Zencorporation,Won,2017-03-19,2017-03-30,574,Rocco Neubert,East,GTX,550
8T8J06EL,Gladys Colclough,GTX Pro,GTX,Pro,NA,Condax,Lost,2017-03-19,2017-06-26,0,Melvin Marxen,Central,GTX,4821
3AE6GW2D,Gladys Colclough,GTX Pro,GTX,Pro,NA,Streethex,Lost,2017-03-19,2017-05-09,0,Melvin Marxen,Central,GTX,4821
T0SEVT4K,Hayden Neloms,MG Advanced,MG,Advanced,NA,Labdrill,Won,2017-03-19,2017-06-16,3028,Celia Rouche,West,MG,3393
36VPT9RZ,James Ascencio,GTX Basic,GTX,Basic,NA,Singletechno,Won,2017-03-19,2017-03-26,403,Summer Sewald,West,GTX,550
R2RL1Y49,Kami Bicknell,GTX Basic,GTX,Basic,NA,Sonron,Lost,2017-03-19,2017-05-16,0,Summer Sewald,West,GTX,550
7Q7SA3EK,Kami Bicknell,MG Advanced,MG,Advanced,NA,Kan-code,Won,2017-03-19,2017-06-07,3290,Summer Sewald,West,MG,3393
6JI36HIE,Kary Hendrixson,MG Advanced,MG,Advanced,NA,Sonron,Lost,2017-03-19,2017-06-23,0,Summer Sewald,West,MG,3393
B5CBSTM5,Kary Hendrixson,MG Advanced,MG,Advanced,NA,Golddex,Won,2017-03-19,2017-03-29,3550,Summer Sewald,West,MG,3393
SNBYNW8H,Moses Frase,MG Advanced,MG,Advanced,NA,Rangreen,Won,2017-03-19,2017-06-23,3657,Dustin Brinkmann,Central,MG,3393
IEN6RBZI,Reed Clapper,GTX Plus Basic,GTX,Plus,Basic,Zotware,Won,2017-03-19,2017-06-24,1046,Rocco Neubert,East,GTX,1096
9P026O47,Versie Hillebrand,MG Special,MG,Special,NA,Warephase,Won,2017-03-19,2017-05-27,50,Dustin Brinkmann,Central,MG,55
AJLNEUVY,Versie Hillebrand,MG Advanced,MG,Advanced,NA,Funholding,Won,2017-03-19,2017-03-27,2871,Dustin Brinkmann,Central,MG,3393
LJIAOC0Q,Violet Mclelland,MG Special,MG,Special,NA,Bioplex,Won,2017-03-19,2017-06-04,52,Cara Losch,East,MG,55
2BYD4WQ7,Anna Snelling,MG Special,MG,Special,NA,Funholding,Lost,2017-03-20,2017-05-19,0,Dustin Brinkmann,Central,MG,55
HP6DSCMH,Boris Faz,GTX Basic,GTX,Basic,NA,Kan-code,Won,2017-03-20,2017-06-12,564,Rocco Neubert,East,GTX,550
FM4S93O6,Cassey Cress,GTX Plus Pro,GTX,Plus,Pro,Donware,Lost,2017-03-20,2017-05-23,0,Rocco Neubert,East,GTX,5482
GGPSSI5Q,Daniell Hammack,MG Advanced,MG,Advanced,NA,Ganjaflex,Won,2017-03-20,2017-06-02,3780,Rocco Neubert,East,MG,3393
4D95LU0H,Darcel Schlecht,GTX Basic,GTX,Basic,NA,dambase,Won,2017-03-20,2017-06-24,491,Melvin Marxen,Central,GTX,550
KA79LTFF,Darcel Schlecht,GTX Basic,GTX,Basic,NA,Dontechi,Won,2017-03-20,2017-03-30,604,Melvin Marxen,Central,GTX,550
OBBVVO9O,Elease Gluck,GTK 500,GTK,500,NA,Singletechno,Lost,2017-03-20,2017-05-27,0,Celia Rouche,West,GTK,26768
83HX5CIJ,Kami Bicknell,GTX Basic,GTX,Basic,NA,Sonron,Lost,2017-03-20,2017-03-23,0,Summer Sewald,West,GTX,550
SGV1FR3O,Kami Bicknell,GTX Basic,GTX,Basic,NA,Cheers,Won,2017-03-20,2017-06-23,568,Summer Sewald,West,GTX,550
TJ6U9HZ3,Kary Hendrixson,GTX Basic,GTX,Basic,NA,Singletechno,Won,2017-03-20,2017-06-24,601,Summer Sewald,West,GTX,550
1N99TLIA,Maureen Marcano,MG Advanced,MG,Advanced,NA,Blackzim,Lost,2017-03-20,2017-06-02,0,Summer Sewald,West,MG,3393
JYE2QFGE,Niesha Huffines,GTX Plus Pro,GTX,Plus,Pro,Genco Pura Olive Oil Company,Won,2017-03-20,2017-05-06,5616,Melvin Marxen,Central,GTX,5482
IEOMRMWW,Reed Clapper,GTX Pro,GTX,Pro,NA,Zotware,Lost,2017-03-20,2017-06-28,0,Rocco Neubert,East,GTX,4821
ZW7N89K3,Rosalina Dieter,GTX Pro,GTX,Pro,NA,Faxquote,Lost,2017-03-20,2017-05-18,0,Celia Rouche,West,GTX,4821
MIU04JC2,Versie Hillebrand,MG Special,MG,Special,NA,dambase,Lost,2017-03-20,2017-06-21,0,Dustin Brinkmann,Central,MG,55
VF2OKZY5,Vicki Laflamme,MG Advanced,MG,Advanced,NA,Scotfind,Lost,2017-03-20,2017-06-12,0,Celia Rouche,West,MG,3393
QSBKLWSW,Violet Mclelland,GTX Basic,GTX,Basic,NA,Opentech,Won,2017-03-20,2017-06-29,542,Cara Losch,East,GTX,550
0GTJE2VQ,Wilburn Farren,GTX Basic,GTX,Basic,NA,Gekko & Co,Won,2017-03-20,2017-06-14,497,Cara Losch,East,GTX,550
H91G4MYP,Zane Levy,GTX Pro,GTX,Pro,NA,J-Texon,Won,2017-03-20,2017-05-22,5443,Summer Sewald,West,GTX,4821
DDBH2FPP,Anna Snelling,GTX Plus Basic,GTX,Plus,Basic,Rangreen,Won,2017-03-21,2017-06-16,1037,Dustin Brinkmann,Central,GTX,1096
N8F2PFQP,Boris Faz,GTX Plus Basic,GTX,Plus,Basic,Betasoloin,Won,2017-03-21,2017-04-03,992,Rocco Neubert,East,GTX,1096
WELHHO3U,Cecily Lampkin,GTX Plus Basic,GTX,Plus,Basic,Stanredtax,Won,2017-03-21,2017-03-30,966,Dustin Brinkmann,Central,GTX,1096
CUAYGT78,Daniell Hammack,MG Advanced,MG,Advanced,NA,Zotware,Lost,2017-03-21,2017-06-26,0,Rocco Neubert,East,MG,3393
9KDR9PQX,Garret Kinder,GTX Plus Pro,GTX,Plus,Pro,Vehement Capital Partners,Lost,2017-03-21,2017-04-01,0,Cara Losch,East,GTX,5482
8A5HA974,Jonathan Berthelot,GTX Basic,GTX,Basic,NA,Warephase,Lost,2017-03-21,2017-04-01,0,Melvin Marxen,Central,GTX,550
M1L0IWB6,Jonathan Berthelot,MG Advanced,MG,Advanced,NA,Ron-tech,Won,2017-03-21,2017-05-11,3232,Melvin Marxen,Central,MG,3393
I2U6MKUT,Reed Clapper,GTX Basic,GTX,Basic,NA,Ganjaflex,Won,2017-03-21,2017-05-29,548,Rocco Neubert,East,GTX,550
RK6UFTI8,Wilburn Farren,MG Advanced,MG,Advanced,NA,Plussunin,Lost,2017-03-21,2017-03-26,0,Cara Losch,East,MG,3393
ECOU1XXZ,Anna Snelling,MG Special,MG,Special,NA,Ron-tech,Won,2017-03-22,2017-05-30,52,Dustin Brinkmann,Central,MG,55
OTDDPHWJ,Darcel Schlecht,GTX Pro,GTX,Pro,NA,Genco Pura Olive Oil Company,Lost,2017-03-22,2017-05-28,0,Melvin Marxen,Central,GTX,4821
20N9WSRC,Darcel Schlecht,GTX Pro,GTX,Pro,NA,Globex Corporation,Lost,2017-03-22,2017-05-23,0,Melvin Marxen,Central,GTX,4821
IJ4GXGCU,Darcel Schlecht,GTX Pro,GTX,Pro,NA,Isdom,Won,2017-03-22,2017-03-30,5109,Melvin Marxen,Central,GTX,4821
U0G8KIPB,Gladys Colclough,MG Special,MG,Special,NA,Codehow,Won,2017-03-22,2017-06-21,49,Melvin Marxen,Central,MG,55
2YVVZN5L,Jonathan Berthelot,GTX Plus Basic,GTX,Plus,Basic,Konmatfix,Lost,2017-03-22,2017-05-03,0,Melvin Marxen,Central,GTX,1096
TGW7OYMD,Kami Bicknell,GTX Basic,GTX,Basic,NA,Kan-code,Won,2017-03-22,2017-06-25,447,Summer Sewald,West,GTX,550
XJ9RQU4K,Lajuana Vencill,MG Advanced,MG,Advanced,NA,Isdom,Won,2017-03-22,2017-06-14,3430,Dustin Brinkmann,Central,MG,3393
4TRMURKI,Niesha Huffines,GTX Basic,GTX,Basic,NA,Condax,Lost,2017-03-22,2017-06-18,0,Melvin Marxen,Central,GTX,550
TJXY9DQG,Reed Clapper,MG Advanced,MG,Advanced,NA,Donquadtech,Won,2017-03-22,2017-06-10,3245,Rocco Neubert,East,MG,3393
DV9ZB9KL,Versie Hillebrand,GTX Basic,GTX,Basic,NA,Bioholding,Lost,2017-03-22,2017-03-27,0,Dustin Brinkmann,Central,GTX,550
J712QVSG,Versie Hillebrand,MG Special,MG,Special,NA,Ron-tech,Won,2017-03-22,2017-03-26,61,Dustin Brinkmann,Central,MG,55
LCBVIPRA,Vicki Laflamme,MG Special,MG,Special,NA,Golddex,Won,2017-03-22,2017-06-29,60,Celia Rouche,West,MG,55
88R08IL1,Violet Mclelland,MG Special,MG,Special,NA,Kan-code,Lost,2017-03-22,2017-04-01,0,Cara Losch,East,MG,55
WNMF0OHM,Anna Snelling,GTX Plus Pro,GTX,Plus,Pro,dambase,Won,2017-03-23,2017-04-01,5060,Dustin Brinkmann,Central,GTX,5482
I0D1O3GX,Boris Faz,GTX Basic,GTX,Basic,NA,Xx-zobam,Lost,2017-03-23,2017-04-01,0,Rocco Neubert,East,GTX,550
7LNGJB3S,Cassey Cress,GTX Basic,GTX,Basic,NA,Kan-code,Won,2017-03-23,2017-04-01,585,Rocco Neubert,East,GTX,550
AVD2WQZY,Corliss Cosme,GTX Pro,GTX,Pro,NA,Sumace,Lost,2017-03-23,2017-06-11,0,Cara Losch,East,GTX,4821
UD9V38LV,Donn Cantrell,GTX Pro,GTX,Pro,NA,Betasoloin,Lost,2017-03-23,2017-05-19,0,Rocco Neubert,East,GTX,4821
JMTO8BPQ,Gladys Colclough,GTX Pro,GTX,Pro,NA,Hottechi,Lost,2017-03-23,2017-04-03,0,Melvin Marxen,Central,GTX,4821
06YBVWXZ,Kami Bicknell,GTX Pro,GTX,Pro,NA,Condax,Lost,2017-03-23,2017-04-03,0,Summer Sewald,West,GTX,4821
1VCAS7FL,Lajuana Vencill,MG Special,MG,Special,NA,Condax,Lost,2017-03-23,2017-04-05,0,Dustin Brinkmann,Central,MG,55
G2TASA8C,Lajuana Vencill,MG Special,MG,Special,NA,Dontechi,Lost,2017-03-23,2017-06-15,0,Dustin Brinkmann,Central,MG,55
CRW2CCMB,Markita Hansen,GTX Basic,GTX,Basic,NA,Nam-zim,Won,2017-03-23,2017-06-05,572,Celia Rouche,West,GTX,550
7FER10E1,Markita Hansen,MG Special,MG,Special,NA,Golddex,Won,2017-03-23,2017-06-08,54,Celia Rouche,West,MG,55
K96NUCWR,Moses Frase,GTX Basic,GTX,Basic,NA,Dontechi,Lost,2017-03-23,2017-04-01,0,Dustin Brinkmann,Central,GTX,550
SE609QTE,Versie Hillebrand,MG Special,MG,Special,NA,Stanredtax,Won,2017-03-23,2017-05-05,60,Dustin Brinkmann,Central,MG,55
CT9XECID,Versie Hillebrand,MG Advanced,MG,Advanced,NA,Zumgoity,Won,2017-03-23,2017-04-01,3251,Dustin Brinkmann,Central,MG,3393
SUO8VZQ8,Vicki Laflamme,GTX Plus Pro,GTX,Plus,Pro,Lexiqvolax,Won,2017-03-23,2017-06-14,5930,Celia Rouche,West,GTX,5482
9LX9MAPU,Violet Mclelland,GTX Plus Basic,GTX,Plus,Basic,Mathtouch,Won,2017-03-23,2017-04-01,941,Cara Losch,East,GTX,1096
PHP5V833,Anna Snelling,GTX Basic,GTX,Basic,NA,Cancity,Lost,2017-03-24,2017-05-18,0,Dustin Brinkmann,Central,GTX,550
7XEB6TFB,Anna Snelling,MG Special,MG,Special,NA,Scottech,Won,2017-03-24,2017-06-06,56,Dustin Brinkmann,Central,MG,55
KV9LW061,Anna Snelling,MG Advanced,MG,Advanced,NA,Codehow,Won,2017-03-24,2017-04-04,3445,Dustin Brinkmann,Central,MG,3393
8RZ1A49O,Cecily Lampkin,MG Special,MG,Special,NA,Bioholding,Won,2017-03-24,2017-03-31,54,Dustin Brinkmann,Central,MG,55
V4EKF9RF,Corliss Cosme,MG Advanced,MG,Advanced,NA,Mathtouch,Won,2017-03-24,2017-03-31,3498,Cara Losch,East,MG,3393
VJ1EK4A3,Daniell Hammack,GTX Basic,GTX,Basic,NA,Vehement Capital Partners,Won,2017-03-24,2017-04-02,540,Rocco Neubert,East,GTX,550
65B8HSTW,Daniell Hammack,GTX Pro,GTX,Pro,NA,Gekko & Co,Won,2017-03-24,2017-04-02,4986,Rocco Neubert,East,GTX,4821
KIJB458K,Darcel Schlecht,GTX Plus Pro,GTX,Plus,Pro,Toughzap,Lost,2017-03-24,2017-04-03,0,Melvin Marxen,Central,GTX,5482
8PHJ7N4E,Darcel Schlecht,GTX Plus Pro,GTX,Plus,Pro,Domzoom,Won,2017-03-24,2017-05-15,5214,Melvin Marxen,Central,GTX,5482
EDAJ0YEW,Darcel Schlecht,GTX Pro,GTX,Pro,NA,Isdom,Won,2017-03-24,2017-03-30,4794,Melvin Marxen,Central,GTX,4821
9X5HUUJ5,James Ascencio,GTX Plus Basic,GTX,Plus,Basic,Kan-code,Lost,2017-03-24,2017-04-02,0,Summer Sewald,West,GTX,1096
21S1ETXM,Kary Hendrixson,GTX Plus Basic,GTX,Plus,Basic,Scotfind,Lost,2017-03-24,2017-04-03,0,Summer Sewald,West,GTX,1096
54JFGNXN,Lajuana Vencill,GTX Basic,GTX,Basic,NA,Cancity,Won,2017-03-24,2017-05-27,648,Dustin Brinkmann,Central,GTX,550
WLXPA3LB,Lajuana Vencill,MG Advanced,MG,Advanced,NA,Dontechi,Won,2017-03-24,2017-06-30,3040,Dustin Brinkmann,Central,MG,3393
